"mass","age","cores","RAM","color","power","evil"
111.87,29,24,184,"black","battery",0
104.2,20,30,120,"blue","propane",0
102.96,31,20,160,"black","propane",0
89.79,25,16,136,"black","battery",0
104.23,32,22,104,"black","hydrogen",0
96.19,23,22,160,"red","battery",0
117.71,NA,24,144,"blue","battery",0
111.75,33,22,128,"black","propane",0
103.12,65,16,104,"black","battery",0
112.03,28,22,136,"red","battery",0
100.42,27,18,136,"red","battery",0
105.55,60,20,128,"black","battery",0
103.46,29,14,136,"red","battery",0
101.18,27,24,128,"black","battery",0
109.55,51,20,128,"red","hydrogen",0
91.81,28,22,112,"blue","battery",0
126.18,26,23,168,"red","hydrogen",0
98.83,24,24,104,"black","battery",0
94.42,25,20,120,"black","hydrogen",0
105.43,52,24,120,"black","hydrogen",0
105.44,28,21,104,"black","battery",0
98.36,29,22,144,"red","battery",0
NA,31,22,128,"blue","battery",0
105.33,29,25,184,"black","battery",1
88.6,57,23,128,"black","battery",0
111.71,20,24,160,"red","battery",0
133.39,29,30,200,"red","hydrogen",1
123.65,54,28,144,"black","propane",0
96,61,14,120,"black","battery",0
85.19,23,25,112,"blue","propane",0
94.53,20,24,136,"red","battery",0
88.84,58,18,136,"black","battery",0
94.54,31,16,128,"red","battery",0
99.05,NA,14,136,"red","hydrogen",0
107.97,NA,16,120,"red","hydrogen",0
128.64,51,24,168,"red","hydrogen",0
78.6,22,26,120,"blue","propane",0
NA,61,16,112,"black","battery",0
111.74,23,16,136,"blue","battery",0
123.21,57,20,136,"red","hydrogen",0
109.73,30,24,160,"red","battery",0
81.43,NA,10,NA,"blue","propane",0
87.63,29,16,136,"red","battery",0
105.3,55,24,152,"black","battery",0
107.35,NA,24,104,"blue","propane",0
105.35,54,16,104,"black","battery",0
94.56,22,20,104,"blue","propane",0
NA,26,30,96,"black","hydrogen",0
103.42,31,20,152,"black","battery",0
121.74,31,18,136,"black","hydrogen",0
115.66,32,24,152,"black","battery",0
120.37,30,30,152,"blue","hydrogen",0
104.57,18,36,NA,"red","propane",0
118.19,54,22,144,"black","hydrogen",0
85.47,24,22,136,"blue","propane",0
105.87,19,28,152,"blue","battery",0
NA,52,20,128,"red","battery",0
94.83,55,16,128,"black","battery",0
119.32,21,26,144,"blue","hydrogen",0
97.76,64,28,112,"black","propane",0
87.47,59,18,120,"black","battery",0
94.77,59,12,136,"black","battery",0
100.5,55,18,152,"red","propane",0
100.43,56,24,128,"blue","battery",0
100.03,20,24,128,"black","hydrogen",0
NA,28,22,128,"blue","hydrogen",1
103.17,26,22,128,"blue","hydrogen",1
93.84,60,14,104,"red","hydrogen",0
111.02,56,14,104,"blue","hydrogen",0
80.95,24,20,72,"blue","battery",0
94.95,28,26,128,"black","battery",0
92.72,55,18,112,"black","battery",0
112.47,24,18,152,"black","battery",0
118.38,50,23,128,"black","hydrogen",0
87.71,26,28,80,"black","propane",0
83.07,50,22,120,"black","battery",0
NA,NA,26,112,"black","propane",0
112.35,55,20,NA,"blue","propane",0
102.43,49,16,112,"blue","battery",0
112.81,21,32,152,"red","battery",0
102.25,27,22,144,"red","propane",0
112.46,29,24,136,"black","battery",0
100.32,55,18,104,"black","propane",0
84.49,22,19,144,"black","battery",0
95.86,53,16,128,"black","battery",0
102.42,52,20,136,"blue","hydrogen",0
115.04,28,28,144,"black","hydrogen",0
116.21,26,24,144,"blue","propane",0
104.21,57,20,152,"red","hydrogen",0
95.14,9,26,144,"blue","hydrogen",0
109.07,58,14,160,"black","battery",1
78.75,NA,18,104,"blue","battery",0
122.83,53,30,112,"black","propane",0
107.58,20,26,152,"black","battery",0
93.74,26,24,128,"red","battery",0
110.28,18,16,120,"blue","battery",0
100.65,53,16,112,"black","hydrogen",0
94.52,55,20,128,"red","propane",0
86.88,57,23,88,"blue","propane",0
94.66,55,NA,80,"blue","hydrogen",0
102.03,62,12,128,"red","battery",0
106.56,53,20,144,"black","battery",0
98.72,28,22,168,"red","battery",0
92.31,54,22,104,"black","propane",0
96.09,24,25,136,"black","battery",0
97.72,51,20,128,"red","battery",0
108.13,20,26,136,"blue","battery",0
102.88,27,22,120,"red","battery",0
92.41,57,16,160,"red","battery",1
120.38,23,34,152,"red","propane",0
85.91,30,10,NA,"red","battery",0
108.19,23,24,136,"red","battery",0
93.12,54,14,120,"black","battery",0
NA,57,22,136,"blue","battery",0
75.08,33,8,120,"red","battery",0
116.54,28,20,128,"black","hydrogen",0
102.41,52,26,128,"blue","hydrogen",0
89.99,24,30,120,"red","propane",0
115.12,31,24,136,"black","hydrogen",0
82.04,31,20,160,"blue","propane",0
92.07,30,30,136,"black","propane",0
125.48,53,28,152,"black","hydrogen",0
93.05,20,22,128,"black","battery",0
106.42,53,NA,144,"red","hydrogen",0
106.58,25,16,152,"black","battery",0
91.96,23,NA,120,"black","propane",0
97.41,58,16,104,"black","propane",0
106.49,25,20,144,"black","hydrogen",0
103.7,24,20,152,"black","battery",0
87.1,54,22,112,"black","propane",0
101.7,60,14,104,"black","battery",0
87.75,27,31,120,"blue","propane",0
91.36,27,30,120,"blue","propane",0
114.73,56,22,120,"blue","hydrogen",0
109.87,51,23,112,"black","propane",0
114.24,29,26,184,"red","hydrogen",0
98.75,22,22,128,"black","hydrogen",0
92.68,59,8,112,"black","battery",0
84.98,26,18,NA,"black","battery",0
85.05,20,22,104,"blue","propane",0
88.95,61,16,128,"black","battery",0
94.03,55,16,128,"red","battery",0
NA,20,30,136,"blue","battery",0
NA,52,32,144,"black","battery",0
105.73,56,16,128,"black","hydrogen",0
106.04,52,26,144,"blue","battery",0
128.65,18,32,168,NA,NA,0
107.68,29,32,120,"blue","propane",0
86.18,31,22,152,"red","battery",0
112.15,58,18,136,NA,NA,0
94.72,NA,24,152,"red","hydrogen",0
87.39,51,16,96,"black","battery",0
101.83,53,20,120,"red","battery",0
94.9,NA,22,80,"black","battery",0
106.61,54,22,152,"black","battery",0
104.63,52,22,152,"red","battery",0
107.64,55,30,120,"black","battery",0
99.09,29,22,120,"black","hydrogen",0
112.87,57,24,160,"red","battery",0
97.27,55,NA,136,"black","battery",0
99.59,29,24,120,"red","battery",0
113.7,26,30,128,"red","propane",0
110.11,17,22,152,"blue","hydrogen",0
97.01,23,30,96,"blue","propane",0
100.1,52,18,112,"black","battery",0
99.36,NA,24,120,"black","battery",0
94.33,53,10,128,"red","battery",0
102.69,58,16,152,"red","battery",0
117.66,54,31,184,"black","battery",0
88.15,19,26,128,"blue","battery",0
110.03,26,28,160,"red","battery",0
106.04,30,30,112,"blue","hydrogen",0
95.51,26,30,128,"blue","propane",0
93.73,27,30,152,"black","propane",0
106.97,31,30,160,"blue","propane",0
124.9,NA,39,144,"red","propane",0
109.8,52,28,120,"blue","battery",0
122.09,29,34,144,"red","propane",0
87.49,59,18,96,"red","propane",0
98.34,59,14,104,"black","propane",0
99.61,23,24,120,"black","propane",0
120.96,29,24,128,"black","hydrogen",0
112.32,25,24,144,"blue","hydrogen",0
102.85,29,24,152,"black","battery",0
105.68,53,28,128,"black","battery",0
117.18,61,12,112,"black","hydrogen",0
106.83,NA,20,152,"blue","hydrogen",0
102.58,55,22,136,"black","battery",0
97.47,26,23,136,"black","propane",0
106.4,59,29,136,"red","propane",0
98.75,57,16,112,"black","battery",0
109.11,59,20,168,"black","hydrogen",1
89.36,54,20,112,"black","propane",0
79.43,27,20,96,"black","battery",0
109.94,26,22,152,"blue","battery",0
103.94,29,22,144,"red","hydrogen",0
75.96,27,10,112,"black","battery",0
107.41,50,16,136,"blue","battery",1
89.28,20,20,112,"red","battery",0
95.55,54,18,120,"black","battery",0
97.39,28,30,NA,"black","propane",0
95.38,53,24,112,"black","propane",0
120.56,30,30,136,"blue","propane",0
102.23,29,18,144,"black","battery",0
82.44,55,16,96,"blue","battery",0
NA,18,22,144,NA,NA,0
89.08,58,16,112,"black","battery",0
94.36,55,24,152,"black","battery",0
80.88,31,22,112,"black","battery",0
103.69,57,18,120,"black","hydrogen",0
101.75,54,20,128,"black","propane",0
107.86,58,28,128,"black","battery",0
98.34,54,28,112,"black","battery",0
104.57,58,20,128,"black","battery",0
93.44,32,NA,112,"black","battery",0
100.66,30,26,120,"black","battery",0
98.97,59,18,88,"black","propane",0
109.21,26,24,128,"black","battery",0
79.42,63,14,128,"black","propane",0
107.99,NA,12,120,"black","hydrogen",0
117.34,19,32,152,"red","propane",0
90.91,54,14,112,"black","battery",0
99.08,59,20,152,"red","battery",0
86.3,31,22,120,"black","battery",0
97.05,28,NA,144,"black","battery",0
110.14,30,20,136,"black","hydrogen",0
104.43,22,24,112,"blue","battery",0
96.47,60,16,112,"black","hydrogen",0
116.25,28,28,136,"black","hydrogen",0
104.9,NA,14,144,"black","battery",1
112.33,57,16,136,"black","propane",0
106.79,32,16,144,"black","battery",0
NA,55,18,128,"black","battery",0
122.5,55,20,112,"black","propane",0
NA,21,32,200,"blue","hydrogen",0
113.17,60,16,144,"black","hydrogen",0
104.03,32,26,88,"black","hydrogen",0
96.76,54,26,112,"black","propane",0
89.39,24,18,96,"blue","battery",0
102.01,24,23,152,"black","propane",0
114.71,55,20,144,"black","battery",0
95.49,27,26,104,"black","propane",0
107.65,58,16,120,"black","propane",0
99.8,55,16,152,"blue","hydrogen",0
117.77,25,20,120,"black","battery",0
110.29,53,18,128,"black","battery",0
82.92,50,12,104,"black","battery",0
100.7,NA,22,120,"black","battery",0
81.28,NA,26,104,"black","battery",0
112.36,24,28,144,"red","propane",0
90.7,30,20,128,"black","propane",0
105.49,53,30,128,"black","battery",0
112.12,22,26,144,"blue","battery",0
99.14,NA,24,112,"black","propane",0
105.65,58,28,120,"black","battery",0
101.64,28,28,112,"red","propane",0
105.85,26,24,160,"red","propane",0
99.62,58,26,144,"black","propane",0
99.73,27,18,144,"black","battery",0
96.09,22,31,128,"blue","propane",0
112.94,55,28,104,"black","propane",0
101.96,30,30,144,"blue","propane",0
102.21,26,18,96,"red","battery",0
119.97,54,18,104,"black","hydrogen",0
82.49,55,17,88,"black","battery",0
108.55,57,20,112,"blue","battery",0
110.54,57,22,112,"blue","battery",0
127.85,17,26,160,"blue","hydrogen",0
126.29,52,28,168,"black","hydrogen",0
87.87,23,20,144,"red","propane",0
88.48,28,18,136,"black","hydrogen",0
97.28,57,16,96,"red","battery",0
104.1,28,28,120,"blue","propane",0
NA,61,14,120,"black","battery",0
100.63,33,NA,112,"black","battery",0
94.87,26,30,128,"red","battery",0
115.9,25,28,152,"black","hydrogen",0
82.19,52,17,120,"red","battery",0
105.18,55,27,144,"black","battery",0
NA,24,NA,192,"black","battery",0
90.6,56,20,160,"red","battery",0
110.9,31,26,128,"blue","battery",0
97.99,54,20,152,"red","propane",0
124.32,53,22,144,"black","battery",0
107.08,27,24,136,"blue","battery",0
121.15,26,19,136,"blue","battery",0
105.81,29,22,136,"black","battery",0
90.67,32,12,136,NA,NA,0
99.98,27,28,120,"red","battery",0
103.63,25,16,112,"black","battery",0
106.25,17,24,136,"blue","battery",0
117.3,57,24,NA,"black","hydrogen",0
99.32,25,26,136,"blue","propane",0
100.36,27,18,136,"red","battery",0
101.02,16,26,104,"black","hydrogen",0
75.27,26,26,96,"blue","propane",0
106.94,55,24,112,"blue","battery",0
127.24,23,30,128,"blue","hydrogen",0
86.72,21,20,136,"blue","hydrogen",0
81.84,57,18,128,"red","battery",0
140.69,52,28,184,"black","battery",1
104.33,27,20,120,"blue","battery",0
101.83,53,24,112,"black","propane",0
99.21,55,30,104,"blue","propane",0
116.08,27,22,136,"black","hydrogen",0
NA,29,22,144,"black","battery",0
118.9,51,16,168,"red","hydrogen",1
80.21,51,23,144,"black","battery",0
107.77,26,28,136,"blue","battery",0
91.76,54,16,120,"black","battery",0
87.36,59,16,136,"red","propane",0
95.8,24,NA,96,"blue","propane",0
96.61,30,22,176,"red","propane",0
95.56,53,14,144,"black","battery",0
119.91,23,27,160,"black","propane",0
126.06,32,28,136,"black","hydrogen",0
92.15,23,16,120,"blue","battery",0
70.82,51,8,112,"black","battery",0
96.44,25,18,136,"black","hydrogen",0
99.56,57,8,104,"black","battery",0
93.24,53,18,88,"black","propane",0
128.61,59,20,128,"black","battery",0
112.59,30,NA,144,"black","hydrogen",0
NA,25,20,128,"red","battery",0
81.83,56,12,112,"black","battery",0
90.99,52,26,96,"blue","propane",0
84.44,25,21,152,"blue","battery",0
94.53,54,15,104,"black","hydrogen",0
94.55,27,22,112,"blue","battery",0
117.22,26,26,112,"red","battery",0
90.26,31,18,128,"black","propane",0
91.92,60,16,88,"black","hydrogen",0
88.67,62,18,80,"red","battery",0
83.16,29,22,112,"black","battery",0
89.94,29,20,128,"black","propane",0
114.94,53,16,136,"black","propane",0
108.85,51,30,128,"blue","propane",0
85.18,22,24,144,"black","propane",0
109.77,29,24,128,"black","propane",0
110.49,22,24,144,"black","hydrogen",0
107.23,60,22,120,"black","hydrogen",0
106.16,54,18,120,"blue","battery",0
108.24,27,26,128,"red","propane",0
109.44,26,22,128,"black","propane",0
96.34,27,24,128,"red","hydrogen",0
90.86,28,18,144,"black","battery",0
115.08,19,26,128,"blue","hydrogen",0
109.99,64,20,120,"black","propane",0
81.98,52,16,112,"black","hydrogen",0
117.58,51,20,120,"black","battery",0
104.26,NA,26,128,"red","propane",0
98.35,53,20,136,"blue","battery",0
106.99,51,18,144,"red","battery",0
106.63,22,28,152,"red","hydrogen",0
91.45,51,28,112,"black","battery",0
114.15,23,28,176,"black","hydrogen",0
113.19,17,28,152,"blue","hydrogen",0
99.44,57,26,136,"black","battery",0
107.46,25,22,104,"black","battery",0
95.39,54,22,152,"red","propane",0
94.89,28,NA,128,"black","battery",0
117.61,14,24,144,"blue","hydrogen",0
115.95,61,13,144,"black","hydrogen",0
110.77,24,30,144,"blue","hydrogen",0
108.41,32,28,NA,"blue","propane",0
94.08,57,17,120,"black","hydrogen",0
107.76,50,26,120,"blue","battery",0
127.66,17,30,152,"blue","hydrogen",0
124.91,22,30,144,"red","hydrogen",0
85.72,18,22,144,"blue","propane",0
91.56,26,22,NA,"blue","battery",0
114.27,27,26,160,"black","hydrogen",0
112.71,20,30,160,"red","battery",0
113.45,52,22,144,"black","battery",0
77.47,56,14,96,"black","battery",0
93.55,59,NA,112,"red","propane",0
97.1,55,20,136,"black","propane",0
89.57,29,24,136,"black","hydrogen",0
106.7,55,24,136,"blue","propane",0
112.79,61,18,NA,"black","hydrogen",0
86.08,NA,22,136,"black","battery",0
110.41,55,NA,168,"black","hydrogen",0
108.57,27,12,96,"blue","battery",0
113.18,15,28,152,"blue","hydrogen",0
101.1,52,20,136,"black","propane",0
101.47,29,16,104,"blue","battery",0
107.56,19,26,120,"black","battery",0
89.63,58,12,112,"black","battery",0
97.95,26,NA,136,"blue","propane",0
83.55,33,18,88,"black","battery",0
109.87,19,22,152,"blue","battery",0
106.48,24,20,160,"blue","hydrogen",1
89.22,26,26,112,"red","propane",0
90.37,55,NA,104,"black","propane",0
95.06,57,20,128,"black","battery",0
93.82,23,22,144,"black","battery",0
105.66,30,22,152,"black","hydrogen",0
113.18,24,28,128,"black","battery",0
114.37,60,20,120,"black","battery",0
106.56,24,28,152,"blue","propane",0
121.81,18,30,136,"blue","hydrogen",0
93.48,56,20,96,"black","battery",0
111.31,21,30,128,"black","propane",0
99.38,56,22,128,"red","propane",0
97.93,26,30,144,"red","propane",0
113.16,57,16,144,"black","hydrogen",0
115.29,23,26,152,"red","hydrogen",0
117.2,53,18,176,"red","hydrogen",0
96.02,25,21,120,"black","battery",0
102.02,55,16,128,"black","hydrogen",0
106.29,22,32,152,"red","propane",0
85.16,55,17,128,"blue","battery",0
114.03,52,NA,168,NA,NA,0
93.62,27,19,128,"black","battery",0
NA,30,28,144,"red","battery",0
104.5,59,32,144,"red","propane",0
88.17,61,10,128,"black","battery",0
99.1,55,31,120,NA,NA,0
115.54,29,32,152,"black","propane",0
95.46,22,24,152,"black","battery",0
102.26,25,20,144,"blue","battery",0
127.83,28,34,152,"black","hydrogen",0
107.59,57,22,160,"red","propane",0
103.24,25,22,128,"black","battery",0
84.61,NA,20,120,"blue","propane",0
90.13,51,28,136,"black","propane",0
89.63,52,16,120,"black","battery",0
117.7,59,20,128,"black","hydrogen",0
114.29,22,24,152,"blue","propane",0
93.89,23,33,168,"red","hydrogen",0
100.05,20,22,112,"blue","battery",0
88.55,52,20,72,"blue","propane",0
98.78,59,8,136,"black","battery",1
110.96,24,28,136,"blue","battery",0
133.84,57,16,184,"black","battery",1
98.69,29,22,168,"blue","propane",0
95.53,61,14,112,"black","battery",0
104.58,20,26,160,"red","hydrogen",0
85.98,25,24,104,"black","battery",0
79.33,22,20,128,"black","battery",0
107.26,25,26,128,"black","hydrogen",0
102.74,50,24,152,"black","propane",0
107.75,26,24,168,"red","battery",0
103.77,60,20,152,"red","propane",0
92.99,22,20,104,"black","battery",0
99.54,28,18,104,"black","battery",0
99.63,51,20,144,"red","battery",0
99.68,56,14,112,"black","battery",0
91.01,20,20,152,"black","battery",0
110.72,26,32,152,"red","propane",0
130.82,26,40,176,"red","hydrogen",0
104.08,55,18,136,"black","propane",0
101.6,55,NA,152,"blue","propane",0
117.66,28,28,136,"blue","battery",0
77.5,30,18,80,"black","battery",0
88.49,53,20,136,"black","battery",0
NA,55,24,144,"red","propane",0
94.48,27,22,144,"red","battery",0
88.94,NA,18,120,"red","propane",0
102.85,54,16,136,"red","battery",0
100.16,17,30,136,"black","battery",0
69.64,27,14,128,"blue","battery",0
115.76,22,22,128,"red","hydrogen",0
124.21,28,24,168,"blue","battery",0
87.23,29,20,152,"black","propane",0
NA,29,24,160,"black","propane",0
83.18,30,20,120,"red","propane",0
102.39,29,24,104,"blue","hydrogen",0
85.54,30,16,88,"black","battery",0
89.28,30,26,88,"black","battery",0
104.17,32,20,136,"black","hydrogen",0
118.91,NA,24,160,"black","hydrogen",0
85.79,56,18,112,"black","battery",0
80.11,57,14,72,"black","propane",0
90.18,28,20,128,"black","battery",0
81.77,59,8,128,"black","battery",0
105.49,24,30,128,"black","propane",0
89.04,58,20,112,"red","propane",0
109.66,22,26,144,"blue","battery",0
106.15,22,26,128,"blue","propane",0
97.52,NA,12,136,"black","battery",0
107.09,56,22,144,"black","hydrogen",0
105.01,20,28,184,"black","battery",0
94.88,24,14,144,"blue","battery",0
114.89,25,18,144,"black","hydrogen",0
91.96,19,36,136,"red","propane",0
117.38,28,24,128,"black","hydrogen",0
119,25,26,136,"black","battery",0
90.13,25,16,120,"red","battery",0
94.96,27,26,160,"blue","propane",0
112.91,51,22,144,"black","hydrogen",0
106.51,59,18,144,"black","hydrogen",0
100.23,25,24,128,"blue","battery",0
82.09,21,18,88,"blue","battery",0
97.98,27,20,112,"blue","battery",0
